user_id,session_id,timestamp,page_views,traffic_source,duration,bounce_rate,conversion,device_type,source_medium
802,802,7/15/2021,692,referral,152,93.35,false,mobile,google/cpc
803,803,10/26/2021,43,referral,547,54.25,true,tablet,facebook/referral
804,804,10/13/2021,854,direct,232,36.85,false,desktop,facebook/referral
805,805,9/7/2021,330,referral,2697,93.81,true,mobile,direct/none
806,806,6/8/2021,238,referral,2933,20.99,false,desktop,direct/none
807,807,1/1/2021,501,direct,2807,57.52,true,desktop,direct/none
808,808,2/6/2021,711,referral,2452,41.84,false,tablet,direct/none
809,809,2/7/2021,576,direct,3063,87.91,false,tablet,direct/none
810,810,9/12/2021,788,direct,1728,27.69,false,mobile,google/cpc
811,811,4/24/2021,166,direct,2961,71.63,true,tablet,facebook/referral
812,812,2/5/2021,159,organic,2625,3.46,true,tablet,direct/none
813,813,6/2/2021,698,referral,2672,23.92,false,mobile,google/cpc
814,814,8/9/2021,996,direct,208,2.57,false,tablet,google/cpc
815,815,3/9/2021,74,referral,2624,64.26,false,desktop,direct/none
816,816,11/29/2021,605,direct,2756,0.5,false,desktop,google/cpc
817,817,6/4/2021,513,organic,706,41.47,false,mobile,google/cpc
818,818,12/26/2021,940,referral,2970,32.54,false,mobile,facebook/referral
819,819,10/31/2021,446,direct,1819,31.02,true,mobile,direct/none
820,820,5/21/2021,560,referral,2709,24.93,true,tablet,facebook/referral
821,821,4/16/2021,384,referral,2030,76.34,true,tablet,direct/none
822,822,8/18/2021,83,organic,3051,75.03,false,tablet,google/cpc
823,823,8/6/2021,515,direct,2390,97.76,false,tablet,direct/none
824,824,8/3/2021,350,organic,583,69.13,false,mobile,google/cpc
825,825,2/26/2021,983,referral,1883,58.59,false,desktop,direct/none
826,826,5/10/2021,624,organic,2976,27.46,true,desktop,google/cpc
827,827,3/27/2021,436,referral,258,23.96,true,mobile,facebook/referral
828,828,7/10/2021,790,referral,2376,78.44,false,desktop,google/cpc
829,829,1/8/2021,754,referral,1481,10.93,false,tablet,google/cpc
830,830,6/8/2021,528,referral,236,67.5,false,tablet,google/cpc
831,831,11/28/2021,677,direct,2931,43.25,false,desktop,google/cpc
832,832,3/6/2021,869,referral,2458,59.09,true,mobile,google/cpc
833,833,3/16/2021,477,referral,2618,38.02,false,desktop,direct/none
834,834,10/1/2021,149,direct,574,74.27,false,tablet,facebook/referral
835,835,11/26/2021,885,referral,2321,44.52,true,desktop,google/cpc
836,836,3/27/2021,972,referral,532,95.5,true,mobile,google/cpc
837,837,3/4/2021,987,direct,170,69.78,false,mobile,google/cpc
838,838,7/5/2021,949,organic,2684,92.16,true,desktop,google/cpc
839,839,12/30/2021,573,referral,550,93.23,true,mobile,facebook/referral
840,840,11/30/2021,95,direct,1708,91.35,true,tablet,facebook/referral
841,841,6/15/2021,104,referral,1305,17.59,false,desktop,google/cpc
842,842,11/14/2021,242,organic,2241,20.3,false,mobile,direct/none
843,843,5/14/2021,759,direct,1750,83.94,true,desktop,google/cpc
844,844,5/12/2021,164,direct,3443,46.74,false,mobile,google/cpc
845,845,2/26/2021,168,referral,1431,3.92,false,desktop,google/cpc
846,846,8/6/2021,600,referral,935,33.02,false,desktop,direct/none
847,847,2/11/2021,892,organic,3586,13.25,false,mobile,facebook/referral
848,848,6/18/2021,404,referral,2869,36.59,true,mobile,direct/none
849,849,1/15/2021,334,organic,2817,59.2,true,tablet,direct/none
850,850,7/17/2021,207,organic,39,41.69,false,mobile,facebook/referral
851,851,11/12/2021,724,direct,264,19.89,true,desktop,direct/none
852,852,5/6/2021,986,direct,3164,15.91,true,tablet,direct/none
853,853,10/10/2021,206,organic,598,70.71,false,tablet,google/cpc
854,854,8/7/2021,986,direct,1709,0.38,true,mobile,google/cpc
855,855,10/28/2021,269,organic,3364,84.16,true,mobile,google/cpc
856,856,6/14/2021,615,direct,1191,88.72,false,tablet,facebook/referral
857,857,2/5/2021,665,organic,3400,63.04,false,tablet,facebook/referral
858,858,10/12/2021,921,organic,1871,45.99,true,tablet,direct/none
859,859,2/8/2021,218,direct,2541,79.55,true,desktop,facebook/referral
860,860,11/19/2021,392,referral,2827,95.9,true,desktop,direct/none
861,861,2/5/2021,25,organic,1012,39.33,true,tablet,google/cpc
862,862,5/6/2021,721,direct,3116,53.5,false,mobile,facebook/referral
863,863,11/2/2021,106,direct,1004,33.29,false,tablet,facebook/referral
864,864,4/8/2021,539,organic,1288,31.68,false,desktop,google/cpc
865,865,12/13/2021,493,referral,1774,14.57,true,mobile,facebook/referral
866,866,5/9/2021,709,referral,2300,31.34,false,tablet,google/cpc
867,867,3/28/2021,515,referral,3315,26.6,false,tablet,google/cpc
868,868,5/26/2021,345,direct,2295,9.49,false,desktop,facebook/referral
869,869,10/11/2021,804,organic,2379,81.98,true,desktop,direct/none
870,870,11/16/2021,158,direct,535,40.52,true,desktop,google/cpc
871,871,8/17/2021,175,organic,1751,51.81,true,tablet,facebook/referral
872,872,8/11/2021,919,direct,2088,89.36,true,desktop,facebook/referral
873,873,2/4/2021,964,referral,923,90.48,false,mobile,facebook/referral
874,874,5/22/2021,217,organic,3579,3.12,true,tablet,facebook/referral
875,875,8/30/2021,796,organic,1885,22.27,false,tablet,google/cpc
876,876,7/10/2021,460,organic,1570,98.58,true,tablet,facebook/referral
877,877,3/24/2021,106,direct,2947,86.67,true,desktop,direct/none
878,878,8/28/2021,137,referral,1941,87.42,true,mobile,facebook/referral
879,879,12/13/2021,9,organic,2655,67.84,true,mobile,direct/none
880,880,6/18/2021,304,organic,984,67.53,true,tablet,facebook/referral
881,881,8/9/2021,580,organic,995,29.86,true,tablet,google/cpc
882,882,4/25/2021,8,referral,2441,47.46,false,mobile,google/cpc
883,883,4/23/2021,602,organic,931,9.55,false,desktop,facebook/referral
884,884,5/13/2021,870,organic,2390,7.04,true,desktop,google/cpc
885,885,11/4/2021,851,organic,653,27.7,false,tablet,direct/none
886,886,11/24/2021,405,direct,3130,95.74,true,mobile,direct/none
887,887,9/15/2021,622,referral,1856,45.11,true,mobile,direct/none
888,888,1/6/2021,218,organic,354,90.58,false,desktop,facebook/referral
889,889,12/14/2021,726,organic,2555,78.85,false,mobile,google/cpc
890,890,6/18/2021,664,direct,1636,86.98,true,tablet,facebook/referral
891,891,1/12/2021,54,referral,606,77.71,false,desktop,google/cpc
892,892,4/26/2021,764,organic,1641,95.28,false,tablet,direct/none
893,893,12/29/2021,818,referral,534,29.22,true,mobile,facebook/referral
894,894,2/28/2021,369,organic,3019,47.01,true,mobile,google/cpc
895,895,12/28/2021,299,referral,1512,3.69,true,desktop,facebook/referral
896,896,11/4/2021,348,referral,1796,41.76,true,tablet,google/cpc
897,897,8/9/2021,648,direct,3248,78.84,true,mobile,google/cpc
898,898,2/20/2021,776,direct,1789,95.05,true,tablet,google/cpc
899,899,3/12/2021,904,organic,2684,15.83,true,desktop,facebook/referral
900,900,4/29/2021,599,direct,1245,54.3,true,desktop,facebook/referral
901,901,1/17/2021,315,referral,2294,37.83,false,tablet,direct/none
902,902,12/26/2021,121,referral,1806,90.94,true,desktop,facebook/referral
903,903,9/11/2021,890,organic,1189,19.9,false,mobile,direct/none
904,904,5/31/2021,829,referral,3492,96.42,true,mobile,facebook/referral
905,905,12/29/2021,478,direct,3485,99.8,true,tablet,facebook/referral
906,906,9/25/2021,651,referral,2191,24.08,false,tablet,google/cpc
907,907,1/18/2021,144,direct,1403,43.69,true,mobile,google/cpc
908,908,12/3/2021,94,referral,3446,3.66,false,mobile,facebook/referral
909,909,9/4/2021,831,referral,12,7.44,false,desktop,google/cpc
910,910,5/31/2021,200,organic,2372,95.0,true,mobile,google/cpc
911,911,3/25/2021,559,organic,3104,30.44,false,tablet,google/cpc
912,912,5/6/2021,961,organic,484,3.8,true,tablet,direct/none
913,913,1/30/2021,727,referral,1885,70.68,true,tablet,google/cpc
914,914,5/10/2021,212,organic,1772,85.17,false,tablet,google/cpc
915,915,7/27/2021,666,referral,1210,74.89,true,desktop,direct/none
916,916,12/8/2021,338,direct,320,46.49,true,tablet,direct/none
917,917,2/9/2021,799,referral,3383,76.65,false,desktop,google/cpc
918,918,6/15/2021,216,referral,1151,34.78,false,desktop,direct/none
919,919,6/11/2021,328,referral,3233,54.73,false,tablet,google/cpc
920,920,1/21/2021,393,organic,2213,18.37,false,desktop,direct/none
921,921,8/8/2021,86,direct,2844,91.74,false,mobile,google/cpc
922,922,2/19/2021,84,direct,553,35.74,false,desktop,google/cpc
923,923,1/26/2021,354,referral,140,7.61,true,mobile,direct/none
924,924,1/26/2021,338,direct,1514,81.75,true,desktop,facebook/referral
925,925,9/9/2021,888,organic,2992,35.22,false,tablet,facebook/referral
926,926,3/7/2021,256,referral,2476,74.86,true,mobile,facebook/referral
927,927,1/22/2021,759,direct,1501,24.9,false,desktop,google/cpc
928,928,9/15/2021,160,organic,2066,57.32,true,desktop,google/cpc
929,929,9/25/2021,442,direct,597,15.96,true,tablet,facebook/referral
930,930,8/17/2021,942,referral,2739,29.61,false,desktop,facebook/referral
931,931,5/17/2021,984,referral,1302,39.08,false,desktop,facebook/referral
932,932,6/20/2021,845,direct,3546,74.56,false,desktop,direct/none
933,933,2/3/2021,661,referral,1255,40.88,true,mobile,facebook/referral
934,934,12/20/2021,845,referral,1029,4.61,false,tablet,facebook/referral
935,935,1/13/2021,395,direct,3093,66.14,false,desktop,direct/none
936,936,4/6/2021,36,organic,808,48.22,false,tablet,google/cpc
937,937,4/3/2021,521,organic,1230,66.54,true,desktop,facebook/referral
938,938,6/27/2021,126,direct,3160,78.76,false,tablet,google/cpc
939,939,3/6/2021,569,referral,2745,8.58,true,tablet,direct/none
940,940,6/21/2021,790,referral,112,44.23,false,mobile,google/cpc
941,941,7/24/2021,310,direct,271,95.23,false,tablet,facebook/referral
942,942,3/16/2021,160,direct,1633,39.97,false,tablet,facebook/referral
943,943,6/15/2021,895,organic,3010,47.73,true,tablet,facebook/referral
944,944,7/27/2021,584,organic,918,18.27,true,mobile,direct/none
945,945,8/18/2021,496,direct,363,88.32,false,mobile,google/cpc
946,946,10/16/2021,166,organic,2256,17.06,false,tablet,facebook/referral
947,947,12/25/2021,935,direct,198,86.3,false,desktop,google/cpc
948,948,8/2/2021,739,organic,1234,23.56,false,mobile,google/cpc
949,949,8/4/2021,381,direct,2004,51.71,false,desktop,google/cpc
950,950,6/4/2021,636,referral,1270,83.73,true,tablet,facebook/referral
951,951,8/7/2021,356,referral,1542,96.93,false,mobile,facebook/referral
952,952,9/27/2021,866,referral,227,31.7,true,mobile,facebook/referral
953,953,4/9/2021,497,referral,1678,37.29,true,tablet,facebook/referral
954,954,6/27/2021,304,referral,1565,57.55,true,desktop,direct/none
955,955,9/26/2021,233,organic,525,36.96,false,desktop,google/cpc
956,956,2/20/2021,555,organic,1801,98.05,false,mobile,google/cpc
957,957,2/25/2021,25,organic,3052,90.51,true,tablet,google/cpc
958,958,2/17/2021,113,referral,2084,58.91,true,tablet,google/cpc
959,959,5/1/2021,792,referral,1340,36.33,true,desktop,google/cpc
960,960,3/12/2021,656,organic,1069,24.32,false,tablet,direct/none
961,961,11/5/2021,196,referral,2813,87.89,true,tablet,google/cpc
962,962,1/30/2021,402,organic,1384,37.8,false,desktop,direct/none
963,963,12/20/2021,494,direct,428,30.22,true,desktop,facebook/referral
964,964,12/26/2021,960,direct,3418,88.02,true,mobile,google/cpc
965,965,9/17/2021,134,referral,853,52.3,false,tablet,google/cpc
966,966,11/26/2021,942,organic,3083,59.07,true,desktop,google/cpc
967,967,5/22/2021,764,referral,16,60.28,true,mobile,direct/none
968,968,7/19/2021,454,organic,3468,69.31,true,tablet,facebook/referral
969,969,11/30/2021,658,direct,3309,50.31,false,tablet,facebook/referral
970,970,12/26/2021,487,direct,2570,84.27,false,mobile,facebook/referral
971,971,9/1/2021,401,referral,812,73.4,true,mobile,direct/none
972,972,5/29/2021,881,direct,3548,93.13,true,mobile,google/cpc
973,973,11/10/2021,846,direct,2110,54.07,true,mobile,direct/none
974,974,10/9/2021,89,direct,2984,92.36,false,tablet,direct/none
975,975,6/8/2021,266,organic,3498,87.03,true,tablet,google/cpc
976,976,8/29/2021,798,referral,2677,66.08,false,tablet,direct/none
977,977,4/26/2021,427,referral,1879,48.29,true,tablet,google/cpc
978,978,6/27/2021,715,organic,1741,50.47,false,desktop,google/cpc
979,979,10/21/2021,35,direct,2467,59.22,false,desktop,google/cpc
980,980,9/10/2021,994,referral,3394,6.77,true,desktop,google/cpc
981,981,8/30/2021,13,referral,697,75.43,false,mobile,facebook/referral
982,982,4/16/2021,531,referral,1517,47.2,false,tablet,google/cpc
983,983,5/12/2021,292,referral,1664,63.26,true,mobile,facebook/referral
984,984,2/24/2021,632,direct,681,44.92,true,desktop,facebook/referral
985,985,1/26/2021,900,direct,1506,99.36,false,desktop,facebook/referral
986,986,7/30/2021,283,referral,3416,89.18,false,tablet,direct/none
987,987,12/26/2021,715,direct,842,6.25,false,tablet,facebook/referral
988,988,11/12/2021,837,organic,3257,24.79,true,desktop,direct/none
989,989,6/27/2021,516,organic,1072,54.31,true,mobile,google/cpc
990,990,5/23/2021,765,direct,2262,81.21,true,tablet,direct/none
991,991,4/2/2021,136,direct,356,54.25,true,tablet,google/cpc
992,992,7/1/2021,709,referral,3528,19.81,false,mobile,direct/none
993,993,12/8/2021,451,direct,501,87.61,false,mobile,google/cpc
994,994,7/16/2021,965,direct,42,60.54,true,mobile,google/cpc
995,995,4/11/2021,284,direct,3487,25.64,true,desktop,google/cpc
996,996,2/2/2021,774,direct,613,69.18,false,mobile,google/cpc
997,997,10/17/2021,883,organic,601,94.97,true,mobile,direct/none
998,998,1/30/2021,304,referral,1078,94.81,false,desktop,direct/none
999,999,6/25/2021,165,organic,3329,29.13,false,tablet,google/cpc
1000,1000,7/20/2021,469,referral,3154,57.91,false,tablet,direct/none
